codigo_usina;nome_usina;posto;submercado;empresa;codigo_usina_jusante;desvio;volume_minimo;volume_maximo;volume_vertedouro;volume_desvio;cota_minima;cota_maxima;a0_volume_cota;a1_volume_cota;a2_volume_cota;a3_volume_cota;a4_volume_cota;a0_cota_area;a1_cota_area;a2_cota_area;a3_cota_area;a4_cota_area;evaporacao_JAN;evaporacao_FEV;evaporacao_MAR;evaporacao_ABR;evaporacao_MAI;evaporacao_JUN;evaporacao_JUL;evaporacao_AGO;evaporacao_SET;evaporacao_OUT;evaporacao_NOV;evaporacao_DEZ;numero_conjuntos_maquinas;maquinas_conjunto_1;maquinas_conjunto_2;maquinas_conjunto_3;maquinas_conjunto_4;maquinas_conjunto_5;potencia_nominal_conjunto_1;potencia_nominal_conjunto_2;potencia_nominal_conjunto_3;potencia_nominal_conjunto_4;potencia_nominal_conjunto_5;queda_nominal_conjunto_1;queda_nominal_conjunto_2;queda_nominal_conjunto_3;queda_nominal_conjunto_4;queda_nominal_conjunto_5;vazao_nominal_conjunto_1;vazao_nominal_conjunto_2;vazao_nominal_conjunto_3;vazao_nominal_conjunto_4;vazao_nominal_conjunto_5;produtibilidade_especifica;perdas;numero_polinomios_jusante;a0_jusante_1;a1_jusante_1;a2_jusante_1;a3_jusante_1;a4_jusante_1;a0_jusante_2;a1_jusante_2;a2_jusante_2;a3_jusante_2;a4_jusante_2;a0_jusante_3;a1_jusante_3;a2_jusante_3;a3_jusante_3;a4_jusante_3;a0_jusante_4;a1_jusante_4;a2_jusante_4;a3_jusante_4;a4_jusante_4;a0_jusante_5;a1_jusante_5;a2_jusante_5;a3_jusante_5;a4_jusante_5;a0_jusante_6;a1_jusante_6;a2_jusante_6;a3_jusante_6;a4_jusante_6;referencia_jusante_1;referencia_jusante_2;referencia_jusante_3;referencia_jusante_4;referencia_jusante_5;referencia_jusante_6;canal_fuga_medio;influencia_vertimento_canal_fuga;fator_carga_maximo;fator_carga_minimo;vazao_minima_historica;numero_unidades_base;tipo_turbina;representacao_conjunto;teif;ip;tipo_perda;data;observacao;volume_referencia;tipo_regulacao
101;;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0;0;0;0.0;0.0;0;;;0.0;
102;SAO JOSE;102;2;228;102;0;186.3300018310547;186.3300018310547;186.3300018310547;186.3300018310547;154.6699981689453;154.6699981689453;154.26495361328125;0.0;0.0;0.0;0.0;23.459999084472656;0.0;0.0;0.0;0.0;-5;21;57;81;95;82;66;44;13;-19;-34;-21;1;2;0;0;0;0;25.5;0.0;0.0;0.0;0.0;20.299999237060547;0.0;0.0;0.0;0.0;141;0;0;0;0;0.008908559568226337;0.24699999392032623;1;130.6638946533203;0.0022906879894435406;-2.3547789851363632e-07;1.855545925244506e-11;-5.689697124834875e-16;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;132.93885803222656;1;100.0;0.0;19;2;2;2;0.5429999828338623;3.059999942779541;2;27-11-25;;178.8496551513672;D
103;PASSO S JOAO;103;2;189;0;0;102.4000015258789;102.4000015258789;102.4000015258789;102.4000015258789;128.35000610351562;128.35000610351562;118.57109832763672;0.18615560233592987;-0.0012787369778379798;3.841826128336834e-06;0.0;-303.4837951660156;2.5250000953674316;-1.421084963300432e-14;0.0;0.0;-28;-2;38;75;99;94;86;69;35;-7;-28;-35;1;2;0;0;0;0;38.5;0.0;0.0;0.0;0.0;26.0;0.0;0.0;0.0;0.0;166;0;0;0;0;0.008935063146054745;0.37400001287460327;1;97.55072784423828;0.006214246153831482;-5.315673206496285e-06;3.5415519406001295e-09;-9.312564825184055e-13;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;99.19336700439453;1;100.0;0.0;20;2;2;2;0.11500000208616257;1.3940000534057617;2;27-11-25;;95.98857116699219;D
104;FOZ CHAPECO;94;2;159;0;0;1427.5;1501.800048828125;1427.5;1427.5;264.0;265.0;244.78729248046875;0.01345914974808693;-1.927264042800303e-10;8.45712389008213e-14;-1.3877789462175682e-17;193878.09375;-3079.193115234375;18.318090438842773;-0.048398278653621674;4.7951340093277395e-05;-74;-43;-11;57;91;114;107;90;58;-1;-48;-85;1;4;0;0;0;0;213.75;0.0;0.0;0.0;0.0;49.79999923706055;0.0;0.0;0.0;0.0;484;0;0;0;0;0.00887028407305479;1.3948601484298706;1;210.70790100097656;0.0015450529754161835;-1.586559932320597e-07;1.2216909775486506e-11;-3.6887469583713048e-16;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;212.3318634033203;1;100.0;0.0;79;3;1;2;0.15199999511241913;1.6360000371932983;2;27-11-25;;1466.1590576171875;D
105;;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0;0;0;0.0;0.0;0;;;0.0;
106;PONTE NOVA;160;1;15;107;0;2.0;2.0;2.0;2.0;110.0;110.0;110.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;4;11;34;47;49;45;27;17;13;2;-9;-1;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0.0;0.0;1;0.012572100386023521;-1.2688199603871908e-05;8.51194670303812e-09;-2.1422900346040885e-12;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;87.0;1;100.0;0.0;0;0;0;2;0.0;0.0;1;27-11-25;;2.0;D
107;;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0;0;0;0.0;0.0;0;;;0.0;
108;EDGARD SOUZA;161;1;15;37;108;0.10000000149011612;1.0;1.0;0.10000000149011612;706.1500244140625;717.1500244140625;706.1500244140625;11.0;0.0;0.0;0.0;-64.19544982910156;0.09090909361839294;0.0;0.0;0.0;14;20;27;29;31;29;29;37;30;18;20;23;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0.0;0.0;1;706.1500244140625;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;706.1500244140625;0;100.0;0.0;18;0;0;2;0.0;0.0;1;27-11-25;;1.0;D
109;TRAICAO;104;1;15;107;109;0.10000000149011612;1.0;1.0;0.10000000149011612;715.3499755859375;717.1500244140625;715.3499755859375;1.7999999523162842;0.0;0.0;0.0;-397.41668701171875;0.5555555820465088;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0.0;0.0;1;715.1500244140625;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;715.1500244140625;0;100.0;0.0;5;0;0;2;0.0;0.0;1;27-11-25;;1.0;D
110;PEDREIRA;109;1;15;108;118;0.10000000149011612;1.0;1.0;0.10000000149011612;720.3499755859375;722.1500244140625;720.3499755859375;1.7999999523162842;0.0;0.0;0.0;-400.19439697265625;0.5555555820465088;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0.0;0.0;1;720.1500244140625;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;720.1500244140625;1;100.0;0.0;2;0;0;2;0.0;0.0;1;27-11-25;;1.0;D
111;ERNESTINA;110;2;22;111;0;21.0;259.0;21.0;21.0;482.5;489.5;480.6108093261719;0.10625989735126495;-0.0007035618182271719;2.5938600174413295e-06;-3.669619941248925e-09;54770.0;-229.7480010986328;0.2409369945526123;0.0;0.0;-20;9;52;82;96;84;71;52;20;-16;-33;-53;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0.0;0.0;1;457.34991455078125;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;457.3500061035156;0;100.0;0.0;1;0;0;2;0.0;0.0;1;27-11-25;;259.0;M
112;PASSO REAL;111;2;22;112;0;289.0;3646.0;1668.06005859375;0.0;300.0;327.0;293.93798828125;0.023973800241947174;-9.654789209889714e-06;2.3008699390203446e-09;-2.1198999858047102e-13;32399.0;-297.180908203125;0.8885558843612671;-0.0008582249283790588;0.0;-68;-41;5;69;109;121;115;100;54;-1;-43;-92;2;1;1;0;0;0;82.0;76.0;0.0;0.0;0.0;36.79999923706055;36.79999923706055;0.0;0.0;0.0;246;228;0;0;0;0.009047807194292545;0.6949999928474426;1;277.7998046875;0.0055458578281104565;-1.635939952393528e-06;2.8092789206013435e-10;-1.6781899559782133e-14;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;279.6441650390625;1;100.0;0.0;12;1;2;2;1.7649999856948853;3.1740000247955322;2;27-11-25;;3646.0;M
113;JACUI;112;2;22;113;0;29.0;29.0;29.0;0.0;279.8900146484375;279.8900146484375;277.76605224609375;0.0;0.0;0.0;0.0;4.800000190734863;0.0;0.0;0.0;0.0;-5;21;61;86;93;76;60;41;9;-21;-34;-45;1;6;0;0;0;0;30.0;0.0;0.0;0.0;0.0;89.0;0.0;0.0;0.0;0.0;39;0;0;0;0;0.008731000125408173;2.549838066101074;1;181.3699951171875;0.005572076886892319;-1.6055189462349517e-06;2.8396490714399647e-10;-1.8106199997430447e-14;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;184.1554412841797;1;100.0;0.0;12;4;1;2;1.1640000343322754;2.802000045776367;2;27-11-25;;19.602432250976562;D
114;ITAUBA;113;2;22;114;0;620.0;620.0;620.0;0.0;184.0;184.0;182.126953125;0.0;0.0;0.0;0.0;17.0;0.0;0.0;0.0;0.0;-70;-44;3;68;108;119;113;98;49;-5;-51;-89;1;4;0;0;0;0;125.0999984741211;0.0;0.0;0.0;0.0;87.5;0.0;0.0;0.0;0.0;157;0;0;0;0;0.009079666808247566;3.296999931335449;1;91.91999816894531;0.00544787896797061;-1.4620990214098128e-06;1.9309399912348368e-10;-9.6520183609939e-15;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;95.63457489013672;1;100.0;0.0;15;2;1;2;1.809999942779541;2.3480000495910645;2;27-11-25;;594.9048461914062;D
115;D. FRANCISCA;114;2;333;0;0;330.0;330.0;330.0;330.0;94.5;94.5;93.98271942138672;0.0;0.0;0.0;0.0;18.89999008178711;0.0;0.0;0.0;0.0;-73;-48;1;66;109;118;112;95;45;-10;-56;-88;1;2;0;0;0;0;62.5;0.0;0.0;0.0;0.0;38.5;0.0;0.0;0.0;0.0;185;0;0;0;0;0.008765093050897121;0.3619999885559082;1;53.332489013671875;0.004810839891433716;-2.4017099349293858e-06;8.98887020372996e-10;-1.2641099376032444e-13;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;55.332984924316406;1;100.0;0.0;21;2;1;2;0.7689999938011169;2.059000015258789;2;27-11-25;;320.41375732421875;D
116;G.P. SOUZA;115;2;23;0;0;23.0;179.0;105.0;23.0;822.0;845.0;812.60498046875;0.4917440116405487;-0.0040115187875926495;1.952258935489226e-05;-3.799510039925735e-08;9513.578125;-23.26180076599121;0.014222799800336361;0.0;0.0;6;16;27;38;46;41;25;8;3;-10;-24;-15;1;4;0;0;0;0;65.0;0.0;0.0;0.0;0.0;714.2999877929688;0.0;0.0;0.0;0.0;10;0;0;0;0;0.0087558189406991;23.774999618530273;1;90.69999694824219;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;90.69999694824219;1;100.0;0.0;5;2;3;2;2.7869999408721924;2.930999994277954;2;27-11-25;;179.0;M
117;;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0;0;0;0.0;0.0;0;;;0.0;
118;GUARAPIRANGA;117;1;15;109;0;0.7699999809265137;189.9600067138672;138.8000030517578;0.7699999809265137;724.5;736.6199951171875;725.888671875;0.12481389939785004;-0.0008379204082302749;3.636429028119892e-06;-5.8772280375762875e-09;5185401.0;-21321.150390625;29.218669891357422;-0.013345370069146156;0.0;12;14;34;38;40;35;25;26;21;7;5;22;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0.0;0.0;1;720.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;720.0;0;100.0;0.0;3;0;0;2;0.0;0.0;1;27-11-25;;189.9600067138672;M
119;BILLINGS;118;1;15;109;119;0.9800000190734863;1132.6500244140625;0.9800000190734863;0.9800000190734863;728.0;746.5;728.9963989257812;0.04721631109714508;-8.38395717437379e-05;8.244865057349671e-08;-2.923550984634815e-11;-985970.875;4018.056884765625;-5.466639041900635;0.002483119023963809;0.0;10;12;35;46;49;43;28;22;16;1;-5;14;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0.0;0.0;1;728.75;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;728.75;0;100.0;0.0;2;0;0;2;0.0;0.0;1;27-11-25;;1132.6500244140625;M
120;HENRY BORDEN;116;1;15;0;0;1.0;1.0;1.0;1.0;728.75;728.75;727.3651733398438;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;5;1;1;5;1;6;40.0;36.0;65.0;68.0;70.0;711.5;711.5;711.5;711.5;711.5;7;6;12;12;12;0.007939067669212818;10.666000366210938;1;11.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.1490522623062134;1;100.0;0.0;0;7;3;2;5.824999809265137;3.936000108718872;2;27-11-25;;0.4569999873638153;D
121;JAGUARI;120;1;19;123;0;443.0;1236.0;1236.0;443.0;603.2000122070312;623.0;579.635986328125;0.07408595085144043;-5.9816698922077194e-05;3.140910109777906e-08;-6.903178983302949e-12;-22398.19921875;94.10859680175781;-0.0894237831234932;-7.373568951152265e-05;1.0861089805302981e-07;-31;-16;1;37;66;68;70;70;47;11;-22;-33;1;2;0;0;0;0;13.800000190734863;0.0;0.0;0.0;0.0;49.900001525878906;0.0;0.0;0.0;0.0;32;0;0;0;0;0.008535986766219139;0.421999990940094;1;555.27490234375;0.05494270101189613;-0.00013247999595478177;3.3483200923001277e-07;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;556.6203002929688;1;100.0;0.0;5;1;1;2;12.666999816894531;3.194000005722046;2;27-11-25;;1236.0;M
122;PARAIBUNA;121;1;16;122;0;2096.0;4732.0;4732.0;2096.0;694.5999755859375;714.0;662.434814453125;0.022411199286580086;-4.402808826853288e-06;5.5048587910278e-10;-2.835860039363588e-14;-1722.280029296875;12.377900123596191;-0.01687910035252571;-1.3774700164503884e-05;2.570279988844959e-08;-35;-16;2;34;62;72;69;64;40;6;-23;-44;2;1;1;0;0;0;43.040000915527344;43.97999954223633;0.0;0.0;0.0;78.30000305175781;78.30000305175781;0.0;0.0;0.0;63;65;0;0;0;0.008701915852725506;2.1389999389648438;1;623.7667846679688;0.04346799850463867;-0.0003235079057049006;1.3541689440899063e-06;-2.1773300939997853e-09;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;625.71923828125;1;100.0;0.0;21;2;1;2;0.6620000004768372;1.4320000410079956;2;27-11-25;;4732.0;M
123;SANTA BRANCA;122;1;17;123;0;131.0;439.0;131.0;131.0;605.0;622.0;592.77587890625;0.10445089638233185;-8.62201995914802e-05;0.0;0.0;9849.2890625;-33.018890380859375;0.027697499841451645;0.0;0.0;-25;-15;13;41;62;72;68;55;32;-1;-25;-26;1;2;0;0;0;0;28.024999618530273;0.0;0.0;0.0;0.0;44.0;0.0;0.0;0.0;0.0;71;0;0;0;0;0.008959776721894741;0.6050000190734863;1;577.2000122070312;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;576.2433471679688;1;100.0;0.0;23;2;1;2;0.4090000092983246;2.430999994277954;2;27-11-25;;439.0;M
124;FUNIL;123;1;339;125;0;283.0;888.0;405.0299987792969;283.0;444.0;466.5;421.2278137207031;0.10442700237035751;-9.567289089318365e-05;3.995970132564253e-08;0.0;29506.80078125;-192.91600036621094;0.41839599609375;-0.00030066980980336666;0.0;-40;-34;-11;24;51;56;66;71;48;8;-21;-36;1;3;0;0;0;0;72.0;0.0;0.0;0.0;0.0;69.5999984741211;0.0;0.0;0.0;0.0;120;0;0;0;0;0.008616133593022823;1.0410000085830688;1;392.70001220703125;0.010313400067389011;-5.9945900829916354e-06;1.3448899771617562e-09;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;394.701171875;1;100.0;0.0;50;2;1;2;2.8570001125335693;6.551000118255615;2;27-11-25;;888.0;M
125;LAJES;202;1;17;146;147;0.009999999776482582;445.3500061035156;120.0;120.0;386.5;415.0;387.93890380859375;0.15170709788799286;-0.0005019874079152942;1.0515999520066543e-06;-8.620389957414432e-10;30.0;0.0;0.0;0.0;0.0;-38;-40;-4;25;50;61;54;41;26;-4;-19;-23;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0.0;0.0;1;90.30000305175781;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;90.30000305175781;0;100.0;0.0;0;0;0;2;0.0;0.0;1;27-11-25;;445.3500061035156;M
126;STA CECILIA;125;1;17;128;181;6.0;6.0;6.0;6.0;352.95001220703125;352.95001220703125;352.95001220703125;0.0;0.0;0.0;0.0;2.700000047683716;0.0;0.0;0.0;0.0;-16;-22;23;47;52;42;26;15;11;-6;-11;-4;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0.0;0.0;1;348.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;348.0;0;100.0;0.0;66;0;0;2;0.0;0.0;1;27-11-25;;6.0;D
127;PICADA;197;1;338;127;0;6.0;7.0;6.0;6.0;658.760009765625;659.219970703125;645.013916015625;3.878098964691162;-0.3795450031757355;0.019037799909710884;-0.000361635786248371;-93647.75;345.0419921875;-0.2596328854560852;-0.0002871348988264799;3.2447300668536627e-07;-25;-19;3;28;47;58;46;31;26;14;-3;-17;1;2;0;0;0;0;25.0;0.0;0.0;0.0;0.0;130.39999389648438;0.0;0.0;0.0;0.0;22;0;0;0;0;0.008894733153283596;3.0280001163482666;1;525.62890625;0.019228700548410416;-1.5697300113970414e-05;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;526.2552490234375;1;100.0;0.0;9;2;1;2;0.21299999952316284;3.4570000171661377;2;27-11-25;;6.850900173187256;D
128;SOBRAGI;198;1;65;128;0;1.0;1.0;1.0;1.0;436.5;436.5;437.2798767089844;0.0;0.0;0.0;0.0;0.10999999940395355;0.0;0.0;0.0;0.0;-31;-32;-3;24;49;66;66;47;34;10;-9;-19;1;3;0;0;0;0;20.0;0.0;0.0;0.0;0.0;78.0;0.0;0.0;0.0;0.0;29;0;0;0;0;0.008932774886488914;1.5720000267028809;1;356.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;355.5096130371094;1;100.0;0.0;18;3;1;2;1.0850000381469727;3.371000051498413;2;27-11-25;;0.0860573947429657;D
129;ANTA;129;1;19;129;129;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;100.0;0.0;128;0;0;2;0.0;0.0;1;27-11-25;;0.0;D
