codigo_usina;nome_usina;posto;submercado;empresa;codigo_usina_jusante;desvio;volume_minimo;volume_maximo;volume_vertedouro;volume_desvio;cota_minima;cota_maxima;a0_volume_cota;a1_volume_cota;a2_volume_cota;a3_volume_cota;a4_volume_cota;a0_cota_area;a1_cota_area;a2_cota_area;a3_cota_area;a4_cota_area;evaporacao_JAN;evaporacao_FEV;evaporacao_MAR;evaporacao_ABR;evaporacao_MAI;evaporacao_JUN;evaporacao_JUL;evaporacao_AGO;evaporacao_SET;evaporacao_OUT;evaporacao_NOV;evaporacao_DEZ;numero_conjuntos_maquinas;maquinas_conjunto_1;maquinas_conjunto_2;maquinas_conjunto_3;maquinas_conjunto_4;maquinas_conjunto_5;potencia_nominal_conjunto_1;potencia_nominal_conjunto_2;potencia_nominal_conjunto_3;potencia_nominal_conjunto_4;potencia_nominal_conjunto_5;queda_nominal_conjunto_1;queda_nominal_conjunto_2;queda_nominal_conjunto_3;queda_nominal_conjunto_4;queda_nominal_conjunto_5;vazao_nominal_conjunto_1;vazao_nominal_conjunto_2;vazao_nominal_conjunto_3;vazao_nominal_conjunto_4;vazao_nominal_conjunto_5;produtibilidade_especifica;perdas;numero_polinomios_jusante;a0_jusante_1;a1_jusante_1;a2_jusante_1;a3_jusante_1;a4_jusante_1;a0_jusante_2;a1_jusante_2;a2_jusante_2;a3_jusante_2;a4_jusante_2;a0_jusante_3;a1_jusante_3;a2_jusante_3;a3_jusante_3;a4_jusante_3;a0_jusante_4;a1_jusante_4;a2_jusante_4;a3_jusante_4;a4_jusante_4;a0_jusante_5;a1_jusante_5;a2_jusante_5;a3_jusante_5;a4_jusante_5;a0_jusante_6;a1_jusante_6;a2_jusante_6;a3_jusante_6;a4_jusante_6;referencia_jusante_1;referencia_jusante_2;referencia_jusante_3;referencia_jusante_4;referencia_jusante_5;referencia_jusante_6;canal_fuga_medio;influencia_vertimento_canal_fuga;fator_carga_maximo;fator_carga_minimo;vazao_minima_historica;numero_unidades_base;tipo_turbina;representacao_conjunto;teif;ip;tipo_perda;data;observacao;volume_referencia;tipo_regulacao
247;;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0;0;0;0.0;0.0;0;;;0.0;
248;;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0;0;0;0.0;0.0;0;;;0.0;
249;;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0;0;0;0.0;0.0;0;;;0.0;
250;OURINHOS;249;1;65;50;0;20.81999969482422;20.81999969482422;20.81999969482422;20.81999969482422;398.0;398.0;398.0105895996094;0.0;0.0;0.0;0.0;4.329999923706055;0.0;0.0;0.0;0.0;29;22;42;59;64;52;41;41;47;21;12;36;1;3;0;0;0;0;14.666999816894531;0.0;0.0;0.0;0.0;10.0;0.0;0.0;0.0;0.0;169;0;0;0;0;0.008686243556439877;0.09399999678134918;1;385.6416015625;0.0037213049363344908;-1.4523830031976104e-06;5.3304072267224e-10;-7.353242770539656e-14;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;386.8454895019531;1;100.0;0.0;74;2;2;2;1.5809999704360962;7.966000080108643;2;27-11-25;;20.86396598815918;D
251;;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0;0;0;0.0;0.0;0;;;0.0;
252;SERRA MESA;270;1;339;252;0;11150.0;54400.0;28100.0;11150.0;417.29998779296875;460.0;391.40478515625;0.002772160107269883;-4.35724984981789e-08;2.903039950357539e-13;0.0;159666.0;-986.244873046875;1.9499399662017822;-0.0012001499999314547;0.0;27;8;16;26;52;70;85;93;105;60;45;36;1;3;0;0;0;0;425.0;0.0;0.0;0.0;0.0;117.19999694824219;0.0;0.0;0.0;0.0;399;0;0;0;0;0.009092572145164013;1.253999948501587;1;332.79791259765625;0.0013429699465632439;8.819557706374326e-08;-1.6276690065208932e-11;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;334.96826171875;1;100.0;0.0;91;2;1;2;2.059000015258789;0.7960000038146973;2;27-11-25;;54400.0;M
253;CANA BRAVA;191;1;24;253;0;2300.0;2300.0;2300.0;2300.0;330.0;333.0;332.5528259277344;0.0;0.0;0.0;0.0;138.6999969482422;0.0;0.0;0.0;0.0;31;8;18;27;49;62;71;80;97;60;47;36;1;3;0;0;0;0;150.0;0.0;0.0;0.0;0.0;43.599998474121094;0.0;0.0;0.0;0.0;388;0;0;0;0;0.008870446123182774;1.0369999408721924;1;284.1098937988281;0.004425595980137587;-7.807599899933848e-07;6.616598935416107e-11;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;287.9159851074219;1;100.0;0.0;99;2;1;2;0.26600000262260437;3.684999942779541;2;27-11-25;;2237.786865234375;D
254;SAO SALVADOR;253;1;24;257;0;952.0;952.0;952.0;952.0;287.0;287.0;264.9309997558594;0.06881459802389145;-0.00010134000331163406;7.696760206954423e-08;-2.1921199230834354e-11;104.0;0.0;0.0;0.0;0.0;32;7;15;21;42;55;60;71;91;61;46;36;1;2;0;0;0;0;121.5999984741211;0.0;0.0;0.0;0.0;22.84000015258789;0.0;0.0;0.0;0.0;590;0;0;0;0;0.009023533202707767;0.5830000042915344;1;262.6806945800781;3.625232056947425e-05;4.334345931056305e-07;-6.41248026900243e-11;2.975074901739221e-15;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;262.44989013671875;1;100.0;0.0;106;2;2;2;0.25099998712539673;3.496000051498413;2;27-11-25;;936.2839965820312;D
255;;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0;0;0;0.0;0.0;0;;;0.0;
256;;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0;0;0;0.0;0.0;0;;;0.0;
257;;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0;0;0;0.0;0.0;0;;;0.0;
258;PEIXE ANGIC;257;1;19;261;0;2212.699951171875;2741.0;2212.699951171875;2212.699951171875;261.0;263.0;239.28179931640625;0.029156699776649475;-1.8020900824922137e-05;5.657203150377654e-09;-6.608959798697078e-13;-583919.6875;7064.89501953125;-28.5102596282959;0.038379158824682236;0.0;24;6;11;7;34;53;61;71;93;60;41;35;1;3;0;0;0;0;166.25;0.0;0.0;0.0;0.0;26.350000381469727;0.0;0.0;0.0;0.0;698;0;0;0;0;0.009040583856403828;0.4259999990463257;1;232.67990112304688;0.0019702028948813677;-2.4289070665872714e-07;1.931554048650863e-11;-5.888468758380265e-16;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;235.27438354492188;1;100.0;0.0;150;2;2;2;0.06499999761581421;0.878000020980835;2;27-11-25;;2741.0;M
259;;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0;0;0;0.0;0.0;0;;;0.0;
260;;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0;0;0;0.0;0.0;0;;;0.0;
261;ESTRELA;260;1;326;262;0;232.5399932861328;232.5399932861328;232.5399932861328;0.0;505.0;505.0;480.1161804199219;0.37338152527809143;-0.003324934048578143;1.5533405530732125e-05;-2.6590770474399505e-08;-2670931.5;21407.015625;-64.29204559326172;0.08574824035167694;-4.284924943931401e-05;12;8;23;42;64;70;68;69;66;19;5;25;1;3;0;0;0;0;16.132999420166016;0.0;0.0;0.0;0.0;25.920000076293945;0.0;0.0;0.0;0.0;70;0;0;0;0;0.00891599990427494;0.36000001430511475;1;472.2034912109375;0.03461388871073723;-0.00016097849584184587;4.149104029238515e-07;-3.8457209639020107e-10;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;474.8900146484375;1;100.0;0.0;58;3;2;2;1.684000015258789;3.7960000038146973;2;27-11-25;;232.5399932861328;D
262;LAJEADO;273;1;86;267;0;4940.0;4940.0;4940.0;4940.0;212.0;212.0;211.99266052246094;0.0;0.0;0.0;0.0;626.0;0.0;0.0;0.0;0.0;12;7;9;3;15;42;66;78;79;48;26;30;1;5;0;0;0;0;180.5;0.0;0.0;0.0;0.0;29.0;0.0;0.0;0.0;0.0;689;0;0;0;0;0.009039847180247307;0.4259999990463257;1;171.36599731445312;0.0024155001156032085;-1.3583199631739262e-07;4.475900119288445e-12;-5.73840998963147e-17;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;174.89654541015625;1;100.0;0.0;194;3;2;2;0.08100000023841858;2.3550000190734863;2;27-11-25;;5003.06005859375;D
263;SALTO;294;1;132;241;0;826.0599975585938;826.0599975585938;826.0599975585938;826.0599975585938;446.5;446.5;446.4149475097656;0.0;0.0;0.0;0.0;60.2400016784668;0.0;0.0;0.0;0.0;12;8;23;42;64;70;68;69;66;19;5;25;1;2;0;0;0;0;58.0;0.0;0.0;0.0;0.0;50.18000030517578;0.0;0.0;0.0;0.0;130;0;0;0;0;0.008879448287189007;0.675000011920929;1;393.7535095214844;0.00970111321657896;-1.8162709238822572e-05;2.7973019456339898e-08;-1.85701801158622e-11;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;395.04119873046875;1;100.0;0.0;78;2;1;2;0.7689999938011169;1.468999981880188;2;27-11-25;;820.4190673828125;D
264;;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0;0;0;0.0;0.0;0;;;0.0;
265;;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0;0;0;0.0;0.0;0;;;0.0;
266;;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0;0;0;0.0;0.0;0;;;0.0;
267;;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0;0;0;0.0;0.0;0;;;0.0;
268;ESTREITO TOC;271;4;24;268;0;5400.0;5400.0;5400.0;5400.0;156.0;156.0;155.33409118652344;0.0;0.0;0.0;0.0;590.0;0.0;0.0;0.0;0.0;12;5;4;-2;2;29;52;72;75;69;41;29;1;8;0;0;0;0;135.875;0.0;0.0;0.0;0.0;18.940000534057617;0.0;0.0;0.0;0.0;790;0;0;0;0;0.009078634902834892;0.3330000042915344;1;126.70950317382812;0.0021836799569427967;-1.3878990046123363e-07;4.76012805561421e-12;-6.141307828437878e-17;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;131.75718688964844;1;100.0;0.0;527;6;2;2;0.5849999785423279;3.4079999923706055;2;27-11-25;;4944.50390625;D
269;S. QUEBRADA;274;4;54;275;0;4130.0;4130.0;4130.0;4130.0;134.0;134.0;134.0;0.0;0.0;0.0;0.0;420.0;0.0;0.0;0.0;0.0;25;20;6;-5;-3;1;22;31;67;68;37;15;1;8;0;0;0;0;166.0;0.0;0.0;0.0;0.0;28.299999237060547;0.0;0.0;0.0;0.0;657;0;0;0;0;0.008927999995648861;0.4000000059604645;1;102.76599884033203;0.0008898329106159508;-2.730289949681719e-08;5.329029860619283e-13;-4.1294998576433654e-18;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;106.0;1;100.0;0.0;420;5;2;2;2.5329999923706055;8.090999603271484;2;27-11-25;;4130.0;D
270;COUTO MAGALH;187;1;124;273;0;70.98999786376953;70.98999786376953;70.98999786376953;70.98999786376953;623.0;623.0;623.0;0.0;0.0;0.0;0.0;9.239999771118164;0.0;0.0;0.0;0.0;12;-5;13;25;44;58;66;77;75;25;22;24;1;4;0;0;0;0;37.5;0.0;0.0;0.0;0.0;145.0;0.0;0.0;0.0;0.0;29;0;0;0;0;0.009025000035762787;1.7000000476837158;1;467.5;0.04163774847984314;-4.3777919927379116e-05;3.247201902922825e-07;-1.4059120534426484e-09;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;471.29998779296875;0;100.0;0.0;36;3;1;2;1.6720000505447388;5.4029998779296875;2;27-11-25;;70.98999786376953;D
271;;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0;0;0;0.0;0.0;0;;;0.0;
272;;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0;0;0;0.0;0.0;0;;;0.0;
273;CURUA-UNA;277;4;37;0;0;133.0;602.0;133.0;0.0;25.219999313354492;32.220001220703125;21.392969131469727;0.03364581987261772;-4.0077869925880805e-05;2.5042449891543583e-08;-2.789468092276315e-12;-10054.259765625;1494.89501953125;-82.7100830078125;2.0195560455322266;-0.018276510760188103;22;10;10;3;-8;-6;-11;-9;5;32;49;47;3;2;1;1;0;0;10.0;10.300000190734863;12.5;0.0;0.0;18.700000762939453;18.700000762939453;21.399999618530273;0.0;0.0;61;63;67;0;0;0.008715367875993252;0.12600000202655792;1;9.345362663269043;0.007753673009574413;3.2739919788582483e-06;-6.352170789369893e-09;2.8215838953488115e-12;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;11.054893493652344;1;100.0;0.0;45;3;2;2;3.2109999656677246;2.811000108718872;2;27-11-25;;602.0;M
274;SANTA ISABEL;276;4;135;275;0;1850.0;1850.0;1850.0;1850.0;125.0;125.0;125.0;0.0;0.0;0.0;0.0;240.0;0.0;0.0;0.0;0.0;6;1;-2;-7;0;18;38;58;70;60;32;20;1;8;0;0;0;0;135.89999389648438;0.0;0.0;0.0;0.0;21.299999237060547;0.0;0.0;0.0;0.0;723;0;0;0;0;0.008829000405967236;0.8199999928474426;1;93.99922180175781;0.0009110462269745767;-2.2958120737825993e-08;2.7299950494663605e-13;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;97.80000305175781;1;100.0;0.0;356;5;2;2;2.5329999923706055;8.090999603271484;2;27-11-25;;1850.0;D
275;;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0;0;0;0.0;0.0;0;;;0.0;
276;TUCURUI;275;4;37;0;0;11293.0;50275.0;11293.0;11293.0;51.599998474121094;74.0;31.7844295501709;0.0023924089036881924;-6.748673797574156e-08;1.047066947035269e-12;-6.345606054179082e-18;255002.296875;-16257.509765625;385.51959228515625;-4.029465198516846;0.01576731912791729;12;5;4;1;-9;-17;-8;-4;22;31;41;21;3;2;12;11;0;0;22.5;350.0;390.0;0.0;0.0;65.5;65.5;61.70000076293945;0.0;0.0;38;590;698;0;0;0.009059645235538483;0.9020000100135803;1;2.6739490032196045;0.0007414569263346493;-2.2239600383500147e-08;4.07816006442116e-13;-2.865818930978249e-18;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.363999843597412;1;100.0;0.0;1082;8;1;2;3.7009999752044678;4.952000141143799;2;27-11-25;;50275.0;M
277;RONDON II;145;1;204;0;0;192.1699981689453;478.2900085449219;476.2900085449219;192.1699981689453;264.0;268.0;261.1000061035156;0.013100000098347664;7.000000096013537e-06;-8.99999985648492e-09;0.0;1917.5;-20.65399932861328;0.05139999836683273;0.0;0.0;13;4;7;18;14;-8;19;25;3;1;-5;37;1;3;0;0;0;0;24.5;0.0;0.0;0.0;0.0;57.599998474121094;0.0;0.0;0.0;0.0;49;0;0;0;0;0.008721159771084785;1.75600004196167;1;202.5500030517578;0.02669999934732914;-5.999999848427251e-05;6.999999868639861e-08;-2.999999901276418e-11;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;204.6813201904297;1;100.0;0.0;33;2;1;2;0.6449999809265137;2.88700008392334;2;27-11-25;;382.02801513671875;M
